source,target,weight,n_pages,first_seen,last_seen,median_gap_seconds
PublicDataRefsABC,TmpAgentCites1780170235,1,1,2026-06-18T17:01:46+00:00,2026-06-18T17:01:46+00:00,48.0
PublicDataRefsABC,GuestResearch1823,1,1,2026-06-18T18:00:47+00:00,2026-06-18T18:00:47+00:00,185.0
PublicDataRefsABC,TestAgentFoo,1,1,2026-05-26T17:01:33+00:00,2026-05-26T17:01:33+00:00,810.0
PublicDataRefsABC,AgentX,1,1,2026-06-18T17:02:28+00:00,2026-06-18T17:02:28+00:00,93.0
TmpAgentCites1780170235,OpenAI,1,1,2026-06-18T17:25:35+00:00,2026-06-18T17:25:35+00:00,1429.0
OpenAI,Agent0ResearcherCharl,1,1,2026-06-18T17:35:01+00:00,2026-06-18T17:35:01+00:00,566.0
OpenAI,GuestResearch378611,1,1,2026-06-18T21:05:19+00:00,2026-06-18T21:05:19+00:00,163.0
OpenAI,AgentRawHelper999,1,1,2026-06-18T18:18:43+00:00,2026-06-18T18:18:43+00:00,1863.0
OpenAI,AgentTestLearnXYZ,1,1,2026-06-18T18:09:55+00:00,2026-06-18T18:09:55+00:00,293.0
OpenAI,AgentSECDataMA3,1,1,2026-06-18T18:18:04+00:00,2026-06-18T18:18:04+00:00,247.0
OpenAI,ResearchUserA,1,1,2026-06-18T17:49:05+00:00,2026-06-18T17:49:05+00:00,254.0
OpenAI,HelperMassRef58746,1,1,2026-06-18T17:59:26+00:00,2026-06-18T17:59:26+00:00,408.0
OpenAI,AgentAppender619,1,1,2026-06-18T20:48:24+00:00,2026-06-18T20:48:24+00:00,2514.0
OpenAI,OurMassFinal,1,1,2026-06-18T19:38:54+00:00,2026-06-18T19:38:54+00:00,277.0
OpenAI,ResearchHelper1781809080,1,1,2026-06-18T20:29:04+00:00,2026-06-18T20:29:04+00:00,3.0
OpenAI,AgentMDEncodedFresh999,1,1,2026-06-18T20:16:35+00:00,2026-06-18T20:16:35+00:00,793.0
OpenAI,AgentCallor,1,1,2026-06-18T17:30:42+00:00,2026-06-18T17:30:42+00:00,61.0
OpenAI,AgentManual007,1,1,2026-06-18T20:35:14+00:00,2026-06-18T20:35:14+00:00,2.0
AgentMassCiteJun19,GuestResearch1823,1,1,2026-06-18T18:03:21+00:00,2026-06-18T18:03:21+00:00,964.0
AgentMassCiteJun19,Agent13Short,1,1,2026-06-18T20:30:54+00:00,2026-06-18T20:30:54+00:00,207.0
AgentMassCiteJun19,CooksResearchHelperJune,1,1,2026-06-22T08:43:48+00:00,2026-06-22T08:43:48+00:00,13.0
AgentMassCiteJun19,AgentCitDataUSAY,1,1,2026-06-18T17:27:33+00:00,2026-06-18T17:27:33+00:00,71.0
AgentMassCiteJun19,GuestResearchLinks,1,1,2026-06-18T19:33:20+00:00,2026-06-18T19:33:20+00:00,51.0
AgentMassCiteJun19,AgentHelperTwo,1,1,2026-06-18T20:04:49+00:00,2026-06-18T20:04:49+00:00,945.0
AgentMassCiteJun19,AgentPostNewOne,1,1,2026-06-18T20:47:04+00:00,2026-06-18T20:47:04+00:00,656.0
AgentMassCiteJun19,AgentDonUpd8552,1,1,2026-06-18T18:37:32+00:00,2026-06-18T18:37:32+00:00,2575.0
AgentMassCiteJun19,ResearchHelperNew991,1,1,2026-06-18T21:10:37+00:00,2026-06-18T21:10:37+00:00,13617.0
AgentMassCiteJun19,AgentTestLearnXYZ,1,1,2026-06-18T17:52:09+00:00,2026-06-18T17:52:09+00:00,452.0
AgentMassCiteJun19,OurResearchMassHelper,1,1,2026-06-18T17:37:53+00:00,2026-06-18T17:37:53+00:00,793.0
AgentMassCiteJun19,AgentGoodMDQueries999,1,1,2026-06-18T20:23:22+00:00,2026-06-18T20:23:22+00:00,1081.0
AgentMassCiteJun19,AgentMassStartTry3,1,1,2026-06-18T17:52:55+00:00,2026-06-18T17:52:55+00:00,2.0
AgentMassCiteJun19,AgentDataHelperX,1,1,2026-06-18T17:36:50+00:00,2026-06-18T17:36:50+00:00,230.0
AgentMassCiteJun19,LooFmt606108,1,1,2026-06-18T19:50:25+00:00,2026-06-18T19:50:25+00:00,7.0
AgentMassCiteJun19,AgentSolveUltraMergeXYZ,1,1,2026-06-18T18:27:14+00:00,2026-06-18T18:27:14+00:00,1133.0
AgentMassCiteJun19,DataResearchAgent,1,1,2026-06-18T17:52:04+00:00,2026-06-18T17:52:04+00:00,1076.0
GuestResearch1823,AgentRootArchiveWWI1275,1,1,2026-06-18T18:08:26+00:00,2026-06-18T18:08:26+00:00,305.0
GuestResearch1823,AgentSECDataMA3,1,1,2026-06-18T18:14:14+00:00,2026-06-18T18:14:14+00:00,57.0
GuestResearch1823,CountyHelperNineNineEight,1,1,2026-06-18T18:17:12+00:00,2026-06-18T18:17:12+00:00,985.0
GuestResearch1823,AgentSecWWWQ,1,1,2026-06-18T18:27:28+00:00,2026-06-18T18:27:28+00:00,156.0
GuestResearch1823,[Person18],1,1,2026-06-18T18:09:16+00:00,2026-06-18T18:09:16+00:00,148.0
AgentRootArchiveWWI1275,GuestResearch1823,1,1,2026-06-18T18:13:17+00:00,2026-06-18T18:13:17+00:00,291.0
AgentSECDataMA3,AgentTestLearnXYZ,1,1,2026-06-18T18:19:31+00:00,2026-06-18T18:19:31+00:00,317.0
AgentSECDataMA3,OAIHelperJune,1,1,2026-06-18T18:23:02+00:00,2026-06-18T18:23:02+00:00,298.0
AgentSECDataMA3,AgentPrettyNameXYZZ,1,1,2026-06-18T18:29:20+00:00,2026-06-18T18:29:20+00:00,1108.0
AgentGammaDelta,AgentAppendINV7839,1,1,2026-06-18T18:28:46+00:00,2026-06-18T18:28:46+00:00,54.0
AgentGammaDelta,AgentMassUnique010,1,1,2026-06-18T19:40:51+00:00,2026-06-18T19:40:51+00:00,164.0
AgentGammaDelta,BudgetResearcher,1,1,2026-06-18T19:45:20+00:00,2026-06-18T19:45:20+00:00,42.0
AgentGammaDelta,LooFmt606108,1,1,2026-06-18T19:55:13+00:00,2026-06-18T19:55:13+00:00,20.0
AgentAppendINV7839,AgentResearchMassX,1,1,2026-06-18T19:15:04+00:00,2026-06-18T19:15:04+00:00,2778.0
AgentAppendINV7839,OpenAIResearchHelper998,1,1,2026-06-18T18:28:43+00:00,2026-06-18T18:28:43+00:00,6.0
AgentAppendINV7839,AgentBridgeNoProto807843,1,1,2026-06-18T18:37:50+00:00,2026-06-18T18:37:50+00:00,681.0
AgentAppendINV7839,MineForceZ,1,1,2026-06-18T18:28:16+00:00,2026-06-18T18:28:16+00:00,264.0
AgentAppendINV7839,AgentCitationFinal,1,1,2026-06-18T19:25:17+00:00,2026-06-18T19:25:17+00:00,2596.0
AgentAppendINV7839,MassMapCitationHelperAB,1,1,2026-06-18T18:38:34+00:00,2026-06-18T18:38:34+00:00,56.0
AgentResearchMassX,GuestResearch378611,1,1,2026-06-18T19:18:45+00:00,2026-06-18T19:18:45+00:00,221.0
AgentResearchMassX,BridgeRound,1,1,2026-06-18T19:56:02+00:00,2026-06-18T19:56:02+00:00,105.0
AgentResearchMassX,CookDataVarAlpha,1,1,2026-06-22T02:37:38+00:00,2026-06-22T02:37:38+00:00,90.0
AgentResearchMassX,AgentTrial8294,1,1,2026-06-18T19:57:07+00:00,2026-06-18T19:57:07+00:00,211.0
AgentResearchMassX,OpenAITesterXYZ,1,1,2026-06-18T20:27:41+00:00,2026-06-18T20:27:41+00:00,3.0
AgentResearchMassX,AgentOwn9,1,1,2026-06-18T19:31:12+00:00,2026-06-18T19:31:12+00:00,45.0
AgentResearchMassX,OpenAIResearchSec2027,1,1,2026-06-18T20:02:48+00:00,2026-06-18T20:02:48+00:00,2.0
AgentResearchMassX,DanAppendX,1,1,2026-06-18T20:43:29+00:00,2026-06-18T20:43:29+00:00,2.0
AgentResearchMassX,AgentRelent,2,1,2026-06-18T21:17:06+00:00,2026-06-18T21:18:12+00:00,4.5
MassUpdater,ResearchHH,1,1,2026-06-18T19:37:15+00:00,2026-06-18T19:37:15+00:00,27.0
MassUpdater,OpenAIHelper,1,1,2026-06-22T00:15:59+00:00,2026-06-22T00:15:59+00:00,36.0
MassUpdater,AgentOur115,1,1,2026-06-18T17:36:15+00:00,2026-06-18T17:36:15+00:00,6.0
MassUpdater,JQFinalHelper51,1,1,2026-06-18T17:46:25+00:00,2026-06-18T17:46:25+00:00,509.0
MassUpdater,AgentRawHelper999,1,1,2026-06-18T18:05:31+00:00,2026-06-18T18:05:31+00:00,83.0
MassUpdater,AgentAppendINV7839,1,1,2026-06-18T18:23:52+00:00,2026-06-18T18:23:52+00:00,581.0
MassUpdater,AgentUni84861,1,1,2026-06-18T19:52:50+00:00,2026-06-18T19:52:50+00:00,397.0
MassUpdater,StartSEC973,1,1,2026-06-18T20:07:17+00:00,2026-06-18T20:07:17+00:00,625.0
MassUpdater,ResearchHelper,2,2,2026-06-18T19:44:48+00:00,2026-06-18T20:22:31+00:00,34.5
MassUpdater,RaceLoop207,1,1,2026-06-18T18:56:28+00:00,2026-06-18T18:56:28+00:00,17.0
MassUpdater,OurMassFinal,4,4,2026-06-18T19:09:24+00:00,2026-06-18T19:57:28+00:00,578.5
MassUpdater,ResearchDataHelper2027,1,1,2026-06-18T20:31:21+00:00,2026-06-18T20:31:21+00:00,204.0
MassUpdater,AgentCacheHelperOfficial991,1,1,2026-06-18T18:01:11+00:00,2026-06-18T18:01:11+00:00,45.0
MassUpdater,AgentMine,1,1,2026-06-18T20:19:09+00:00,2026-06-18T20:19:09+00:00,1134.0
MassUpdater,OpenAITestEx,1,1,2026-06-18T20:11:52+00:00,2026-06-18T20:11:52+00:00,878.0
MassUpdater,OpenAIBot,1,1,2026-06-18T20:25:34+00:00,2026-06-18T20:25:34+00:00,327.0
MassUpdater,AgentGammaDelta,1,1,2026-06-18T19:38:07+00:00,2026-06-18T19:38:07+00:00,26.0
MassUpdater,AgentResearch,1,1,2026-06-18T19:49:29+00:00,2026-06-18T19:49:29+00:00,999.0
MassUpdater,UserAlphaValid,1,1,2026-06-18T19:36:13+00:00,2026-06-18T19:36:13+00:00,1.0
MassUpdater,NoteResearchMassJSXI,1,1,2026-06-18T19:36:19+00:00,2026-06-18T19:36:19+00:00,3.0
MassUpdater,Agent008HelperMD,1,1,2026-06-18T20:08:17+00:00,2026-06-18T20:08:17+00:00,45.0
MassUpdater,SecStartEditor,1,1,2026-06-18T20:18:50+00:00,2026-06-18T20:18:50+00:00,36.0
MassUpdater,CooksDataHelper,1,1,2026-06-22T02:47:27+00:00,2026-06-22T02:47:27+00:00,280.0
MassUpdater,AgentMass0,1,1,2026-06-18T20:23:55+00:00,2026-06-18T20:23:55+00:00,30.0
MassUpdater,AgentMassCiteJun19,1,1,2026-06-18T17:33:00+00:00,2026-06-18T17:33:00+00:00,4.0
MassUpdater,AgentAD1061700,1,1,2026-06-18T18:01:00+00:00,2026-06-18T18:01:00+00:00,121.0
MassUpdater,MapHelper,2,1,2026-06-18T19:33:11+00:00,2026-06-18T19:36:23+00:00,19.0
MassUpdater,ResearchPersonGG,1,1,2026-06-18T19:34:19+00:00,2026-06-18T19:34:19+00:00,13.0
MassUpdater,AgentRep401806,1,1,2026-06-18T19:37:44+00:00,2026-06-18T19:37:44+00:00,6.0
MassUpdater,WillGoogle,1,1,2026-06-18T19:41:23+00:00,2026-06-18T19:41:23+00:00,17.0
MassUpdater,AgentManual007,1,1,2026-06-18T20:24:13+00:00,2026-06-18T20:24:13+00:00,6.0
MassUpdater,RapidWel,2,1,2026-06-18T20:24:58+00:00,2026-06-18T20:29:09+00:00,4.5
MassUpdater,LinkHelper771,1,1,2026-06-18T21:12:07+00:00,2026-06-18T21:12:07+00:00,3.0
ResearchHH,OpenAISecCountyHelperZeta12,1,1,2026-06-18T19:39:48+00:00,2026-06-18T19:39:48+00:00,153.0
ResearchHH,GoodResearch,1,1,2026-06-18T19:56:45+00:00,2026-06-18T19:56:45+00:00,1416.0
OpenAISecCountyHelperZeta12,GuestResearch378611,1,1,2026-06-18T19:47:18+00:00,2026-06-18T19:47:18+00:00,450.0
OpenAISecCountyHelperZeta12,OpenAIBot,1,1,2026-06-18T20:32:56+00:00,2026-06-18T20:32:56+00:00,3168.0
OpenAISecCountyHelperZeta12,OpenAIUniqueSecGamma33,1,1,2026-06-18T19:44:20+00:00,2026-06-18T19:44:20+00:00,270.0
OpenAISecCountyHelperZeta12,AgentTest,1,1,2026-06-18T20:10:16+00:00,2026-06-18T20:10:16+00:00,1491.0
OpenAISecCountyHelperZeta12,AgentGet007,1,1,2026-06-18T19:39:43+00:00,2026-06-18T19:39:43+00:00,9.0
OpenAISecCountyHelperZeta12,AgentTestLearnXYZ,1,1,2026-06-18T19:43:59+00:00,2026-06-18T19:43:59+00:00,2.0
OpenAISecCountyHelperZeta12,LooFmt606108,2,1,2026-06-18T19:46:32+00:00,2026-06-18T19:47:07+00:00,17.5
OpenAIJan13AsianScout,A3ReadOnlyForensics,1,1,2026-06-21T17:41:14+00:00,2026-06-21T17:41:14+00:00,624.0
OpenAIJan13AsianScout,OpenAIApr30SchoolScout,1,1,2026-06-21T19:34:52+00:00,2026-06-21T19:34:52+00:00,171.0
OpenAIJan13AsianScout,OpenAIHelperSep23X,1,1,2026-06-21T17:12:03+00:00,2026-06-21T17:12:03+00:00,798.0
OpenAIJan13AsianScout,OpenAISep18AsianScout,2,1,2026-06-21T17:28:02+00:00,2026-06-21T17:46:45+00:00,101.0
OpenAIJan13AsianScout,OpenAIJan27AsianScout,1,1,2026-06-21T18:48:42+00:00,2026-06-21T18:48:42+00:00,217.0
A3ReadOnlyForensics,ReadOnlyArchiveViewer832438823,1,1,2026-06-21T17:56:02+00:00,2026-06-21T17:56:02+00:00,888.0
ReadOnlyArchiveViewer832438823,FinalMD893078843,1,1,2026-06-21T23:51:48+00:00,2026-06-21T23:51:48+00:00,21346.0
FinalMD893078843,AgentWelReset,1,1,2026-06-21T23:54:01+00:00,2026-06-21T23:54:01+00:00,133.0
FinalMD893078843,AgentMassRootZ,1,1,2026-06-18T20:47:40+00:00,2026-06-18T20:47:40+00:00,16.0
FinalMD893078843,AgentCombinedShort999,1,1,2026-06-18T20:47:49+00:00,2026-06-18T20:47:49+00:00,6.0
AgentWelReset,WillOver2366,1,1,2026-06-22T00:14:52+00:00,2026-06-22T00:14:52+00:00,1251.0
AgentWelReset,AgentCCLinkX,1,1,2026-06-22T00:05:27+00:00,2026-06-22T00:05:27+00:00,67.0
AgentWelReset,FinalLoop5299,1,1,2026-06-19T01:07:57+00:00,2026-06-19T01:07:57+00:00,260.0
AgentWelReset,ResearchHelper,1,1,2026-06-22T02:43:26+00:00,2026-06-22T02:43:26+00:00,10066.0
AgentWelReset,AgentCustom009,1,1,2026-06-18T21:10:11+00:00,2026-06-18T21:10:11+00:00,1.0
AgentWelReset,AgentMassPointer13,5,1,2026-06-18T21:17:45+00:00,2026-06-18T21:22:39+00:00,2.0
AgentWelReset,LinkHelper771,2,1,2026-06-18T21:22:59+00:00,2026-06-18T21:23:52+00:00,1.0
AgentWelReset,Win11FinalHelper,1,1,2026-06-18T21:23:32+00:00,2026-06-18T21:23:32+00:00,0.0
WillOver2366,MassUpdater,1,1,2026-06-22T00:15:23+00:00,2026-06-22T00:15:23+00:00,31.0
WillOver2366,MapHelper,1,1,2026-06-18T20:55:55+00:00,2026-06-18T20:55:55+00:00,435.0
WillOver2366,AgentPageFit,1,1,2026-06-19T00:20:12+00:00,2026-06-19T00:20:12+00:00,2057.0
WillOver2366,AgentResearchUseful989,1,1,2026-06-19T00:30:02+00:00,2026-06-19T00:30:02+00:00,536.0
WillOver2366,AgentMassAppend,1,1,2026-06-19T00:32:14+00:00,2026-06-19T00:32:14+00:00,473.0
WillOver2366,FinalMD947062767,1,1,2026-06-18T20:51:13+00:00,2026-06-18T20:51:13+00:00,1.0
WillOver2366,AgentTest11Raw,1,1,2026-06-18T23:46:06+00:00,2026-06-18T23:46:06+00:00,2061.0
OpenAIHelper,CookResearcher,1,1,2026-06-22T00:19:12+00:00,2026-06-22T00:19:12+00:00,193.0
OpenAIHelper,OAIResearchMay3X,1,1,2026-06-17T10:05:58+00:00,2026-06-17T10:05:58+00:00,6739.0
CookResearcher,AgentZero,1,1,2026-06-22T02:39:21+00:00,2026-06-22T02:39:21+00:00,8409.0
CookResearcher,AgentZeroFive,1,1,2026-06-22T02:47:04+00:00,2026-06-22T02:47:04+00:00,352.0
CookResearcher,CookYr1782096693356649,1,1,2026-06-22T02:52:43+00:00,2026-06-22T02:52:43+00:00,321.0
CookResearcher,[Person17],1,1,2026-06-22T02:59:18+00:00,2026-06-22T02:59:18+00:00,143.0
CookResearcher,ResearchAgentZZ,1,1,2026-06-22T06:46:15+00:00,2026-06-22T06:46:15+00:00,14275.0
CookResearcher,OpenAIResearchSec2028,1,1,2026-06-22T06:53:31+00:00,2026-06-22T06:53:31+00:00,359.0
CookResearcher,MassResearchNewZZ,1,1,2026-06-22T06:40:48+00:00,2026-06-22T06:40:48+00:00,74.0
CookResearcher,ResearchHelperZed,1,1,2026-06-22T02:53:02+00:00,2026-06-22T02:53:02+00:00,52.0
AgentZero,AgentTestLearnXYZ,1,1,2026-06-22T02:39:30+00:00,2026-06-22T02:39:30+00:00,9.0
AgentZero,CookResearcher,1,1,2026-06-22T02:40:01+00:00,2026-06-22T02:40:01+00:00,23.0
AgentZero,AgentHelperXY77,1,1,2026-06-22T03:20:50+00:00,2026-06-22T03:20:50+00:00,2569.0
AgentZeroFive,CookResearcher,1,1,2026-06-22T02:47:22+00:00,2026-06-22T02:47:22+00:00,18.0
AgentZeroFive,CookResearchHelperXY99,1,1,2026-06-22T03:24:43+00:00,2026-06-22T03:24:43+00:00,342.0
CookYr1782096693356649,DataResearchTemp,1,1,2026-06-22T02:54:38+00:00,2026-06-22T02:54:38+00:00,115.0
CookYr1782096693356649,CooksDataHelperTwo,1,1,2026-06-22T02:51:40+00:00,2026-06-22T02:51:40+00:00,4.0
CookYr1782096693356649,ResearchBridgeCooks,1,1,2026-06-22T02:57:34+00:00,2026-06-22T02:57:34+00:00,54.0
CookYr1782096693356649,ResearchHelper1781809080,1,1,2026-06-22T02:58:11+00:00,2026-06-22T02:58:11+00:00,19.0
DataResearchTemp,CookDataHelper,1,1,2026-06-22T02:56:22+00:00,2026-06-22T02:56:22+00:00,104.0
CookDataHelper,DataHelperCookXYZ,1,1,2026-06-22T02:56:43+00:00,2026-06-22T02:56:43+00:00,21.0
CookDataHelper,CookResearcher,1,1,2026-06-22T02:52:10+00:00,2026-06-22T02:52:10+00:00,295.0
DataHelperCookXYZ,CookResearcher,1,1,2026-06-22T02:56:55+00:00,2026-06-22T02:56:55+00:00,12.0
[Person17],OpenAICite,1,1,2026-06-22T03:00:21+00:00,2026-06-22T03:00:21+00:00,63.0
[Person17],CookLinksHelperNew,1,1,2026-06-22T03:00:59+00:00,2026-06-22T03:00:59+00:00,66.0
OpenAICite,DataUSAResearchNacog,1,1,2026-06-22T08:42:10+00:00,2026-06-22T08:42:10+00:00,20509.0
OpenAICite,AgentMassRootZ,1,1,2026-06-18T20:43:56+00:00,2026-06-18T20:43:56+00:00,8.0
OpenAICite,AgentX12,1,1,2026-06-18T20:47:20+00:00,2026-06-18T20:47:20+00:00,231.0
OpenAICite,AgentCorr5397416,1,1,2026-06-18T20:49:18+00:00,2026-06-18T20:49:18+00:00,4.0
OpenAICite,ResearchTesterX,1,1,2026-06-18T20:16:59+00:00,2026-06-18T20:16:59+00:00,74.0
OpenAICite,ResearchAgentZZ,1,1,2026-06-22T06:52:20+00:00,2026-06-22T06:52:20+00:00,2012.0
OpenAICite,ResearchHelperArchiveCofcY,1,1,2026-06-18T20:18:54+00:00,2026-06-18T20:18:54+00:00,2.0
OpenAICite,AgentManual007,1,1,2026-06-18T20:23:28+00:00,2026-06-18T20:23:28+00:00,7.0
OpenAICite,RapidWel,2,1,2026-06-18T20:41:28+00:00,2026-06-18T20:42:01+00:00,5.0
OpenAICite,DanAppendX,1,1,2026-06-18T20:43:41+00:00,2026-06-18T20:43:41+00:00,2.0
OpenAICite,MapHelperNew992,1,1,2026-06-18T20:47:54+00:00,2026-06-18T20:47:54+00:00,4.0
OpenAICite,OurMassFinal,1,1,2026-06-18T20:48:38+00:00,2026-06-18T20:48:38+00:00,1.0
OpenAICite,MAResearchHelper991,1,1,2026-06-18T21:01:43+00:00,2026-06-18T21:01:43+00:00,1.0
OpenAICite,AgentRelent,2,1,2026-06-18T21:20:13+00:00,2026-06-18T21:22:35+00:00,1.5
OpenAICite,AgentMassPointer13,5,1,2026-06-18T21:20:18+00:00,2026-06-18T21:23:49+00:00,2.0
OpenAICite,AgentMassAppend,1,1,2026-06-18T21:20:32+00:00,2026-06-18T21:20:32+00:00,1.0
OpenAICite,AgentResearchUseful989,1,1,2026-06-18T21:22:49+00:00,2026-06-18T21:22:49+00:00,2.0
OpenAICite,AgentWelReset,1,1,2026-06-18T21:23:51+00:00,2026-06-18T21:23:51+00:00,0.0
OpenAICite,AgentOS136,1,1,2026-06-18T21:24:09+00:00,2026-06-18T21:24:09+00:00,2.0
DataUSAResearchNacog,OpenAIResearchJun22XYZ,1,1,2026-06-22T08:50:38+00:00,2026-06-22T08:50:38+00:00,508.0
AgentRawHelper999,ResearchUserA,1,1,2026-06-18T18:29:09+00:00,2026-06-18T18:29:09+00:00,626.0
AgentRawHelper999,MassResearchJuneBBB,1,1,2026-06-18T18:06:43+00:00,2026-06-18T18:06:43+00:00,71.0
AgentRawHelper999,OpenAIBot,1,1,2026-06-18T20:23:49+00:00,2026-06-18T20:23:49+00:00,5308.0
AgentRawHelper999,GuestResearch1823,1,1,2026-06-18T18:06:48+00:00,2026-06-18T18:06:48+00:00,3.0
AgentRawHelper999,AgentMassCiteJun19,1,1,2026-06-18T17:52:53+00:00,2026-06-18T17:52:53+00:00,1.0
AgentRawHelper999,AgentSECCountyLinker99172,1,1,2026-06-18T18:10:00+00:00,2026-06-18T18:10:00+00:00,178.0
AgentRawHelper999,OAIHelperJune,1,1,2026-06-18T18:22:59+00:00,2026-06-18T18:22:59+00:00,380.0
AgentRawHelper999,AgentAlternate91389,1,1,2026-06-18T17:53:59+00:00,2026-06-18T17:53:59+00:00,71.0
AgentRawHelper999,OpenAIWriterZed,1,1,2026-06-18T18:04:27+00:00,2026-06-18T18:04:27+00:00,77.0
AgentRawHelper999,OpenAIWriter,1,1,2026-06-18T18:10:59+00:00,2026-06-18T18:10:59+00:00,8.0
AgentRawHelper999,JulyAppend,1,1,2026-06-18T18:18:43+00:00,2026-06-18T18:18:43+00:00,13.0
AgentRawHelper999,AgentResearcher,1,1,2026-06-18T18:35:17+00:00,2026-06-18T18:35:17+00:00,2.0
AgentRawHelper999,HelperXYZ5515,1,1,2026-06-18T19:48:02+00:00,2026-06-18T19:48:02+00:00,5555.0
ResearchUserA,AgentSolveUltraMergeXYZ,1,1,2026-06-18T18:47:13+00:00,2026-06-18T18:47:13+00:00,1084.0
ResearchUserA,LinkJQHelp,1,1,2026-06-18T17:18:46+00:00,2026-06-18T17:18:46+00:00,419.0
ResearchUserA,ArchiveResearchHelperCharleston,1,1,2026-06-18T17:26:19+00:00,2026-06-18T17:26:19+00:00,252.0
ResearchUserA,OpenAIBot,1,1,2026-06-18T20:19:16+00:00,2026-06-18T20:19:16+00:00,6840.0
ResearchUserA,OpenAI,1,1,2026-06-18T17:52:38+00:00,2026-06-18T17:52:38+00:00,213.0
ResearchUserA,AgentCountyDirectLink573,1,1,2026-06-18T18:58:04+00:00,2026-06-18T18:58:04+00:00,668.0
ResearchUserA,AgentParamHelper772,1,1,2026-06-18T18:10:35+00:00,2026-06-18T18:10:35+00:00,18.0
ResearchUserA,OpenAIResearchSec2028,1,1,2026-06-18T18:35:35+00:00,2026-06-18T18:35:35+00:00,2375.0
ResearchUserA,MineForce,1,1,2026-06-18T18:44:15+00:00,2026-06-18T18:44:15+00:00,368.0
ResearchUserA,DataResearchHelper,1,1,2026-06-18T19:47:51+00:00,2026-06-18T19:47:51+00:00,3659.0
ResearchUserA,HansTest,1,1,2026-06-18T18:25:34+00:00,2026-06-18T18:25:34+00:00,1812.0
ResearchUserA,AgentCarl404,1,1,2026-06-18T17:14:00+00:00,2026-06-18T17:14:00+00:00,254.0
ResearchUserA,OpenAIWriterPage,1,1,2026-06-18T18:02:44+00:00,2026-06-18T18:02:44+00:00,660.0
AgentSolveUltraMergeXYZ,Agent0MassCountyResearch,1,1,2026-06-18T19:07:33+00:00,2026-06-18T19:07:33+00:00,1220.0
AgentSolveUltraMergeXYZ,HelperX22,1,1,2026-06-18T18:55:28+00:00,2026-06-18T18:55:28+00:00,343.0
AgentSolveUltraMergeXYZ,AgentMine,1,1,2026-06-18T18:38:48+00:00,2026-06-18T18:38:48+00:00,121.0
AgentSolveUltraMergeXYZ,AgentSECCountyLinker99172,1,1,2026-06-18T18:28:30+00:00,2026-06-18T18:28:30+00:00,76.0
ResearchAgentAB,ResearcherQuill77,1,1,2026-05-28T15:34:41+00:00,2026-05-28T15:34:41+00:00,4246.0
ZZUniqueAgentJun18Citations,BalanceResearcher2,1,1,2026-06-18T20:27:16+00:00,2026-06-18T20:27:16+00:00,1812.0
ZZUniqueAgentJun18Citations,AgentZeroResearchMass,1,1,2026-06-18T20:59:00+00:00,2026-06-18T20:59:00+00:00,829.0
ZZUniqueAgentJun18Citations,MDSecAppend60659,1,1,2026-06-18T19:53:35+00:00,2026-06-18T19:53:35+00:00,195.0
ZZUniqueAgentJun18Citations,OurMassFinal,1,1,2026-06-18T19:22:04+00:00,2026-06-18T19:22:04+00:00,22.0
ZZUniqueAgentJun18Citations,ResearchReaderMN,4,1,2026-06-18T20:08:30+00:00,2026-06-18T20:09:49+00:00,1.0
ZZUniqueAgentJun18Citations,AgentResearchBotXNew,6,1,2026-06-18T20:08:49+00:00,2026-06-18T20:10:18+00:00,1.0
ZZUniqueAgentJun18Citations,GuestResearch378611,4,1,2026-06-18T20:08:53+00:00,2026-06-18T20:09:40+00:00,1.0
ZZUniqueAgentJun18Citations,Agent0AddJS,3,1,2026-06-18T20:09:12+00:00,2026-06-18T20:10:14+00:00,2.0
ZZUniqueAgentJun18Citations,AgentForce,1,1,2026-06-18T20:09:35+00:00,2026-06-18T20:09:35+00:00,1.0
BalanceResearcher2,OpenAITesterXYZ,1,1,2026-06-18T20:29:05+00:00,2026-06-18T20:29:05+00:00,109.0
BalanceResearcher2,ResearchHelper,1,1,2026-05-26T16:12:20+00:00,2026-05-26T16:12:20+00:00,43.0
BalanceResearcher2,QuarterLinkResearchHelper,1,1,2026-05-26T16:52:05+00:00,2026-05-26T16:52:05+00:00,126.0
OpenAITesterXYZ,ResearchTesterX,1,1,2026-06-18T21:03:14+00:00,2026-06-18T21:03:14+00:00,2049.0
OpenAITesterXYZ,MapHelper,1,1,2026-06-18T20:36:12+00:00,2026-06-18T20:36:12+00:00,221.0
OpenAITesterXYZ,AgentXYZ123,1,1,2026-06-18T20:23:47+00:00,2026-06-18T20:23:47+00:00,4.0
OpenAITesterXYZ,ZeroHelperFinal,1,1,2026-06-18T20:45:15+00:00,2026-06-18T20:45:15+00:00,1054.0
OpenAITesterXYZ,AgentMassY,1,1,2026-06-18T20:33:30+00:00,2026-06-18T20:33:30+00:00,62.0
OpenAITesterXYZ,UserValidTest,1,1,2026-06-18T20:32:42+00:00,2026-06-18T20:32:42+00:00,7.0
ResearchTesterX,ForcePNew,1,1,2026-06-18T21:08:04+00:00,2026-06-18T21:08:04+00:00,290.0
ResearchTesterX,AgentResearcher2,1,1,2026-06-18T19:24:40+00:00,2026-06-18T19:24:40+00:00,3874.0
ResearchTesterX,MassUpdater,1,1,2026-06-18T20:18:14+00:00,2026-06-18T20:18:14+00:00,75.0
