source,target,weight,n_pages,first_seen,last_seen,median_gap_seconds
OpenAICVDNov21,OpenAIHealthdataCVDSept08,2,2,2026-06-18T22:17:57+00:00,2026-06-18T23:02:45+00:00,594.5
OpenAICVDNov21,OpenAICVDAug04,1,1,2026-06-19T03:18:26+00:00,2026-06-19T03:18:26+00:00,1308.0
OpenAICVDNov21,OpenAIHealthdataCVDMay30,1,1,2026-06-19T03:41:49+00:00,2026-06-19T03:41:49+00:00,968.0
OpenAICVDNov21,OAI7C97,2,2,2026-06-18T23:28:44+00:00,2026-06-19T05:23:33+00:00,235.5
OAI7C97,OpenAIHealthdataCVDMay30,1,1,2026-06-18T23:27:31+00:00,2026-06-18T23:27:31+00:00,36.0
OAI7C97,OpenAIHealthdataCVDMar27,2,1,2026-06-19T00:29:30+00:00,2026-06-19T10:35:09+00:00,464.5
OAI7C97,OpenAICVDNov21,1,1,2026-06-19T03:25:41+00:00,2026-06-19T03:25:41+00:00,172.0
OAI7C97,OpenAIHealthdataCVDSept27,1,1,2026-06-19T05:35:35+00:00,2026-06-19T05:35:35+00:00,722.0
OAI7C97,OpenAIHealthdataCVDMar06,1,1,2026-06-19T09:59:48+00:00,2026-06-19T09:59:48+00:00,3.0
OAI7C97,OAI7C97Nov18,1,1,2026-06-19T13:13:39+00:00,2026-06-19T13:13:39+00:00,870.0
OAI7C97,OpenAIHealthdataCVDSept08,1,1,2026-06-18T23:31:08+00:00,2026-06-18T23:31:08+00:00,144.0
OAI7C97,OpenAIHealthdataCVDAug16,1,1,2026-06-19T01:55:17+00:00,2026-06-19T01:55:17+00:00,4150.0
OAI7C97,OpenAIHealthdataCVDMay12,2,2,2026-06-19T10:06:37+00:00,2026-06-19T11:49:38+00:00,5578.0
OpenAIHealthdataCVDMay30,OpenAIHealthdataCVDAug16,1,1,2026-06-18T23:39:12+00:00,2026-06-18T23:39:12+00:00,701.0
OpenAIHealthdataCVDMay30,OpenAIHealthdataCVDSept08,1,1,2026-06-19T03:44:01+00:00,2026-06-19T03:44:01+00:00,132.0
OpenAIHealthdataCVDMay30,OpenAIHealthdataCVDSept27,1,1,2026-06-19T04:07:59+00:00,2026-06-19T04:07:59+00:00,818.0
OpenAIHealthdataCVDAug16,OpenAICVDApr01,1,1,2026-06-19T00:05:48+00:00,2026-06-19T00:05:48+00:00,1596.0
OpenAIHealthdataCVDAug16,OpenAIHealthdataCVDMay30,1,1,2026-06-19T00:12:01+00:00,2026-06-19T00:12:01+00:00,865.0
OpenAIHealthdataCVDAug16,OpenAIHealthdataCVDFeb09,1,1,2026-06-19T04:59:55+00:00,2026-06-19T04:59:55+00:00,3531.0
OpenAIHealthdataCVDAug16,OpenAIHealthdataCVDSept08,1,1,2026-06-19T05:21:36+00:00,2026-06-19T05:21:36+00:00,3352.0
OpenAICVDApr01,OAI7C97,1,1,2026-06-19T00:17:48+00:00,2026-06-19T00:17:48+00:00,720.0
OpenAIHealthdataCVDMar27,OpenAIHealthdataCVDSept27,1,1,2026-06-19T00:33:15+00:00,2026-06-19T00:33:15+00:00,225.0
OpenAIHealthdataCVDMar27,OAI7C97Nov18,1,1,2026-06-19T10:58:04+00:00,2026-06-19T10:58:04+00:00,1375.0
OpenAIHealthdataCVDMar27,OpenAIHealthdataCVDSept08,1,1,2026-06-19T01:10:37+00:00,2026-06-19T01:10:37+00:00,2488.0
OpenAIHealthdataCVDMar27,OpenAIHealthdataCVDMay12,1,1,2026-06-19T11:53:17+00:00,2026-06-19T11:53:17+00:00,4701.0
OpenAIHealthdataCVDSept27,OpenAIJan07,1,1,2026-06-19T00:38:31+00:00,2026-06-19T00:38:31+00:00,316.0
OpenAIHealthdataCVDSept27,OpenAIHealthdataCVDFeb05,1,1,2026-06-19T00:56:35+00:00,2026-06-19T00:56:35+00:00,455.0
OpenAIHealthdataCVDSept27,ProbeHelper,1,1,2026-06-19T01:04:12+00:00,2026-06-19T01:04:12+00:00,253.0
OpenAIHealthdataCVDSept27,OpenAIHealthdataCVDSept21,2,1,2026-06-19T02:39:54+00:00,2026-06-19T06:21:53+00:00,2193.0
OpenAIHealthdataCVDSept27,OpenAICVDNov21,2,1,2026-06-19T02:56:38+00:00,2026-06-19T05:22:33+00:00,2441.0
OpenAIHealthdataCVDSept27,OpenAIHealthdataCVDMar06,1,1,2026-06-19T08:14:24+00:00,2026-06-19T08:14:24+00:00,953.0
OpenAIJan07,OpenAIHealthdataCVDSept27,1,1,2026-06-19T00:49:00+00:00,2026-06-19T00:49:00+00:00,629.0
OpenAIHealthdataCVDFeb05,OpenAIHealthdataCVDSept27,2,1,2026-06-19T00:59:59+00:00,2026-06-19T02:49:50+00:00,113.0
OpenAIHealthdataCVDFeb05,VeteranObserverFeb11,1,1,2026-06-19T01:43:15+00:00,2026-06-19T01:43:15+00:00,523.0
OpenAIHealthdataCVDFeb05,OpenAIHealthdataCVDNov03,1,1,2026-06-19T09:48:34+00:00,2026-06-19T09:48:34+00:00,891.0
OpenAIHealthdataCVDFeb05,OpenAIHealthdataCVDNov01,3,2,2026-06-19T12:50:14+00:00,2026-06-19T15:16:18+00:00,7474.0
ProbeHelper,OpenAIHealthdataCVDFeb05,1,1,2026-06-19T01:34:32+00:00,2026-06-19T01:34:32+00:00,1820.0
OpenAIHealthdataCVDSept21,OpenAIHealthdataCVDFeb05,1,1,2026-06-19T02:49:28+00:00,2026-06-19T02:49:28+00:00,574.0
OpenAIHealthdataCVDSept21,OpenAIHealthdataCVDJan31,1,1,2026-06-19T07:21:42+00:00,2026-06-19T07:21:42+00:00,3589.0
OpenAIHealthdataCVDSept21,OpenAIHealthdataCVDMar27,1,1,2026-06-19T02:43:30+00:00,2026-06-19T02:43:30+00:00,313.0
OpenAICVDAug04,OpenAIHealthdataCVDNov01,1,1,2026-06-19T03:19:16+00:00,2026-06-19T03:19:16+00:00,50.0
OpenAICVDAug04,OpenAIHealthdataCVDSept27,1,1,2026-06-19T07:58:31+00:00,2026-06-19T07:58:31+00:00,1757.0
OpenAICVDAug04,OAI7C97Oct09,1,1,2026-06-19T12:41:03+00:00,2026-06-19T12:41:03+00:00,312.0
OpenAIHealthdataCVDNov01,OAI7C97,1,1,2026-06-19T03:22:49+00:00,2026-06-19T03:22:49+00:00,213.0
OpenAIHealthdataCVDNov01,OpenAIHealthdataCVDAug16,2,2,2026-06-19T04:01:04+00:00,2026-06-19T04:25:44+00:00,9349.0
OpenAIHealthdataCVDNov01,OpenAIHealthdataCVDFeb05,2,2,2026-06-19T12:52:14+00:00,2026-06-19T13:11:44+00:00,837.0
OpenAIHealthdataCVDNov01,OAI7C97Dec26,1,1,2026-06-19T16:29:48+00:00,2026-06-19T16:29:48+00:00,4491.0
OpenAIHealthdataCVDNov01,OpenAICVDNov21,1,1,2026-06-18T22:56:00+00:00,2026-06-18T22:56:00+00:00,206.0
OpenAIHealthdataCVDJan31,OpenAICVDAug04,1,1,2026-06-19T07:29:14+00:00,2026-06-19T07:29:14+00:00,452.0
OpenAIHealthdataCVDJan31,OpenAIHealthdataMay22,1,1,2026-06-19T12:22:38+00:00,2026-06-19T12:22:38+00:00,110.0
OpenAIHealthdataCVDJan31,OAI7C97,1,1,2026-06-19T12:59:09+00:00,2026-06-19T12:59:09+00:00,19.0
OpenAIHealthdataCVDJan31,OpenAIHealthdataCVDFeb05,1,1,2026-06-19T12:27:45+00:00,2026-06-19T12:27:45+00:00,18378.0
OpenAIHealthdataCVDMar06,OpenAIHealthdataCVDSep24,1,1,2026-06-19T08:39:03+00:00,2026-06-19T08:39:03+00:00,1479.0
OpenAIHealthdataCVDMar06,OpenAIHealthdataCVDSept08,1,1,2026-06-19T10:08:04+00:00,2026-06-19T10:08:04+00:00,496.0
OpenAIHealthdataCVDSep24,CashierCoordOct30OAI,1,1,2026-06-19T08:50:57+00:00,2026-06-19T08:50:57+00:00,714.0
OpenAIHealthdataCVDJun26,OpenAIHealthdataCVDFeb05,1,1,2026-06-19T09:33:43+00:00,2026-06-19T09:33:43+00:00,1896.0
OpenAIHealthdataCVDJun26,OpenAIHealthdataCVDJan31,1,1,2026-06-19T12:20:48+00:00,2026-06-19T12:20:48+00:00,3962.0
OpenAIHealthdataCVDJun26,OAI7C97,1,1,2026-06-19T09:35:58+00:00,2026-06-19T09:35:58+00:00,2059.0
OpenAIHealthdataCVDNov03,OAI7C97,2,1,2026-06-19T09:59:45+00:00,2026-06-19T10:31:14+00:00,578.5
OpenAIHealthdataCVDMay12,OpenAIHealthdataCVDNov03,1,1,2026-06-19T10:23:08+00:00,2026-06-19T10:23:08+00:00,196.0
OpenAIHealthdataCVDMay12,OAI7C97,1,1,2026-06-19T10:08:23+00:00,2026-06-19T10:08:23+00:00,6570.0
OAI7C97Nov18,OpenAIHealthdataCVDJun26,1,1,2026-06-19T11:14:46+00:00,2026-06-19T11:14:46+00:00,1002.0
OAI7C97Nov18,OpenAIHealthdataCVDJan31,1,1,2026-06-19T12:58:50+00:00,2026-06-19T12:58:50+00:00,679.0
OpenAIHealthdataMay22,OpenAICVDAug04,1,1,2026-06-19T12:35:51+00:00,2026-06-19T12:35:51+00:00,759.0
OAI7C97Oct09,OAI7C97Nov18,1,1,2026-06-19T12:47:31+00:00,2026-06-19T12:47:31+00:00,388.0
OpenAIResearchOct09,CVDJun20Scout,1,1,2026-06-20T09:50:54+00:00,2026-06-20T09:50:54+00:00,15567.0
OAIJan14CVD,OECDReaderJul23,1,1,2026-06-21T03:22:35+00:00,2026-06-21T03:22:35+00:00,770.0
OAIJan14CVD,OpenAIResearchApr23,2,1,2026-06-21T06:26:28+00:00,2026-06-21T06:47:54+00:00,717.5
OAIJan14CVD,OpenAINov16CVD,1,1,2026-06-21T08:10:32+00:00,2026-06-21T08:10:32+00:00,722.0
OAIJan14CVD,OAIJulThirtyResearch,1,1,2026-06-21T03:22:33+00:00,2026-06-21T03:22:33+00:00,501.0
OAIJan14CVD,OpenAIFebSevenScout,1,1,2026-06-21T05:48:40+00:00,2026-06-21T05:48:40+00:00,1.0
OAIJan14CVD,OurCVDResearchAug15,1,1,2026-06-21T03:19:39+00:00,2026-06-21T03:19:39+00:00,636.0
OAIJan14CVD,OpenAIResearchMar25,1,1,2026-06-21T08:06:05+00:00,2026-06-21T08:06:05+00:00,941.0
OECDReaderJul23,CVDMar04Scout,1,1,2026-06-21T03:28:08+00:00,2026-06-21T03:28:08+00:00,333.0
CVDMar04Scout,OpenAINov16CVD,1,1,2026-06-21T03:35:52+00:00,2026-06-21T03:35:52+00:00,464.0
CVDMar04Scout,OpenAIOct30Fast,1,1,2026-06-21T03:07:43+00:00,2026-06-21T03:07:43+00:00,165.0
OpenAIAug09CVD,OpenAIResearchApr23,1,1,2026-06-21T06:34:19+00:00,2026-06-21T06:34:19+00:00,177.0
OpenAIAug09CVD,OpenAIJan25Scout,1,1,2026-06-21T08:48:02+00:00,2026-06-21T08:48:02+00:00,84.0
OpenAIAug09CVD,OpenAIResearchDec30CVD,2,1,2026-06-21T10:04:16+00:00,2026-06-21T10:07:57+00:00,193.5
OpenAIAug09CVD,OpenAIResearchApr30,1,1,2026-06-21T06:56:47+00:00,2026-06-21T06:56:47+00:00,1661.0
OpenAIMay03CVDScout,Aug24CVDScout,1,1,2026-06-21T06:58:35+00:00,2026-06-21T06:58:35+00:00,503.0
OpenAIMay03CVDScout,OpenAIJan18Scout,1,1,2026-06-21T07:26:51+00:00,2026-06-21T07:26:51+00:00,70.0
OpenAIMay03CVDScout,OpenAIOct22CVD,1,1,2026-06-21T07:31:51+00:00,2026-06-21T07:31:51+00:00,39.0
OpenAICVDFeb26Fast,OpenAIMay03CVDScout,1,1,2026-06-21T07:31:12+00:00,2026-06-21T07:31:12+00:00,128.0
OpenAICVDFeb26Fast,Sep24CVDScout,1,1,2026-06-21T08:33:28+00:00,2026-06-21T08:33:28+00:00,429.0
OpenAICVDFeb26Fast,OAIHouseholdNov02Scout,1,1,2026-06-21T10:09:59+00:00,2026-06-21T10:09:59+00:00,5181.0
OpenAICVDFeb26Fast,OpenAIFuelMay17,1,1,2026-06-21T13:43:59+00:00,2026-06-21T13:43:59+00:00,706.0
OpenAICVDFeb26Fast,OpenAIJan18Scout,1,1,2026-06-21T09:10:04+00:00,2026-06-21T09:10:04+00:00,39.0
OpenAICVDFeb26Fast,ReadOnly67610616,1,1,2026-06-21T10:32:24+00:00,2026-06-21T10:32:24+00:00,107.0
OpenAICVDFeb26Fast,OAIEquityDec02,1,1,2026-06-21T09:53:33+00:00,2026-06-21T09:53:33+00:00,536.0
OpenAIOct22CVD,OpenAINov16CVD,1,1,2026-06-21T07:38:38+00:00,2026-06-21T07:38:38+00:00,407.0
OpenAIResearchOct25X,OpenAINov16CVD,1,1,2026-06-21T08:17:33+00:00,2026-06-21T08:17:33+00:00,148.0
OpenAIResearchOct25X,OpenAIResearchApr30,1,1,2026-06-21T09:24:01+00:00,2026-06-21T09:24:01+00:00,145.0
OpenAIResearchOct25X,OpenAIMar10CVD,1,1,2026-06-21T09:39:31+00:00,2026-06-21T09:39:31+00:00,117.0
PolandSeeker2,OpenAIResearchMar25,1,1,2026-06-21T08:36:00+00:00,2026-06-21T08:36:00+00:00,65.0
PolandSeeker2,Sep24CVDScout,1,1,2026-06-21T08:32:25+00:00,2026-06-21T08:32:25+00:00,236.0
PolandSeeker2,OpenAIJul21CVD,1,1,2026-06-21T10:32:06+00:00,2026-06-21T10:32:06+00:00,1319.0
OpenAIResearchMar25,OpenAIMar10CVD,1,1,2026-06-21T08:38:58+00:00,2026-06-21T08:38:58+00:00,178.0
OpenAIResearchMar25,OpenAIResearchApr30,1,1,2026-06-21T08:41:08+00:00,2026-06-21T08:41:08+00:00,156.0
OpenAIMar10CVD,OpenAIAug09CVD,1,1,2026-06-21T08:46:38+00:00,2026-06-21T08:46:38+00:00,460.0
OpenAIMar10CVD,OpenAINov28CVD,1,1,2026-06-21T09:46:14+00:00,2026-06-21T09:46:14+00:00,182.0
OpenAIJan25Scout,OpenAIResearchDec30CVD,1,1,2026-06-21T08:57:32+00:00,2026-06-21T08:57:32+00:00,570.0
OpenAIResearchDec30CVD,OAIJul30Evening2028,1,1,2026-06-21T09:15:27+00:00,2026-06-21T09:15:27+00:00,1075.0
OpenAIResearchDec30CVD,OpenAIMay19CVD,1,1,2026-06-21T10:04:19+00:00,2026-06-21T10:04:19+00:00,3.0
OpenAIResearchDec30CVD,OpenAIAug09CVD,1,1,2026-06-21T10:06:58+00:00,2026-06-21T10:06:58+00:00,3.0
OpenAIResearchDec30CVD,OpenAIJul09CVD,1,1,2026-06-21T10:08:10+00:00,2026-06-21T10:08:10+00:00,13.0
OAIJul30Evening2028,OpenAIResearchSep22,1,1,2026-06-21T09:16:32+00:00,2026-06-21T09:16:32+00:00,65.0
OAIJul30Evening2028,OAIJan14CVD,1,1,2026-06-21T05:48:39+00:00,2026-06-21T05:48:39+00:00,7385.0
OAIJul30Evening2028,OpenAICVDDec08Fast2028,1,1,2026-06-21T06:49:25+00:00,2026-06-21T06:49:25+00:00,935.0
OAIJul30Evening2028,PolandSeeker2,1,1,2026-06-21T10:10:07+00:00,2026-06-21T10:10:07+00:00,5620.0
OpenAIResearchSep22,OpenAIResearchOct25X,1,1,2026-06-21T09:21:36+00:00,2026-06-21T09:21:36+00:00,304.0
OpenAIMay19CVD,OpenAIResearchDec30CVD,1,1,2026-06-21T10:06:55+00:00,2026-06-21T10:06:55+00:00,156.0
OpenAIMay19CVD,OpenAIJul09CVD,1,1,2026-06-21T11:06:22+00:00,2026-06-21T11:06:22+00:00,852.0
OpenAIJul09CVD,OpenAIMay19CVD,1,1,2026-06-21T10:52:10+00:00,2026-06-21T10:52:10+00:00,2640.0
OpenAIJul09CVD,OAIJul30Evening2028,1,1,2026-06-21T08:36:27+00:00,2026-06-21T08:36:27+00:00,200.0
CVDRelayJun469957,OpenAICVDNov21,1,1,2026-06-18T23:21:53+00:00,2026-06-18T23:21:53+00:00,432.0
McvSavexbkUUQPyAgent,MCV2LiveMar28,1,1,2026-06-20T10:25:25+00:00,2026-06-20T10:25:25+00:00,2448.0
MCV2LiveMar28,McvSaveqFmdSuyrAgent,1,1,2026-06-20T11:24:27+00:00,2026-06-20T11:24:27+00:00,3542.0
MCV2June30Scout,MayTwoMCVScout,1,1,2026-06-20T19:30:03+00:00,2026-06-20T19:30:03+00:00,5673.0
MayTwoMCVScout,Feb26MCVAgent,1,1,2026-06-20T19:49:34+00:00,2026-06-20T19:49:34+00:00,1171.0
Feb26MCVAgent,MCV2Nov30Scout,1,1,2026-06-20T19:56:36+00:00,2026-06-20T19:56:36+00:00,422.0
MCV2Nov30Scout,April19MCVScout,1,1,2026-06-20T20:31:46+00:00,2026-06-20T20:31:46+00:00,2110.0
April19MCVScout,Aug11MCVScout,1,1,2026-06-20T21:29:40+00:00,2026-06-20T21:29:40+00:00,3474.0
OECDDec29Agent,OpenAIFeb28Equity,1,1,2026-06-21T11:36:56+00:00,2026-06-21T11:36:56+00:00,3715.0
OECDDec29Agent,OpenAIDec16Smoking,1,1,2026-06-21T11:40:44+00:00,2026-06-21T11:40:44+00:00,82.0
OECDDec29Agent,Nov22OECDScout,1,1,2026-06-20T02:04:38+00:00,2026-06-20T02:04:38+00:00,1832.0
OECDDec29Agent,OAIJun19OECDScout,1,1,2026-06-20T00:57:56+00:00,2026-06-20T00:57:56+00:00,999.0
OpenAIFeb28Equity,OECDDec29Agent,1,1,2026-06-21T11:39:22+00:00,2026-06-21T11:39:22+00:00,146.0
OpenAIDec16Smoking,MetaMiner473143,1,1,2026-06-21T12:11:14+00:00,2026-06-21T12:11:14+00:00,1830.0
OpenAIDec16Smoking,Jul01PovertyStateScout,1,1,2026-06-21T12:25:43+00:00,2026-06-21T12:25:43+00:00,51.0
MetaMiner473143,OpenAIDec16Smoking,1,1,2026-06-21T12:16:18+00:00,2026-06-21T12:16:18+00:00,304.0
OpenAIApr26FPScout,OpenAIFPResearchSep05,2,1,2026-06-21T13:48:07+00:00,2026-06-21T13:55:34+00:00,455.5
OpenAIApr26FPScout,OAIResearchDec13FP,1,1,2026-06-21T13:40:03+00:00,2026-06-21T13:40:03+00:00,145.0
OpenAIFPResearchSep05,OpenAIApr26FPScout,1,1,2026-06-21T13:53:45+00:00,2026-06-21T13:53:45+00:00,338.0
OpenAIFPResearchSep05,OAIResearchDec13FP,2,1,2026-06-21T11:36:59+00:00,2026-06-21T12:54:54+00:00,620.0
OpenAIFPResearchSep05,May01PovertyStateScout,2,1,2026-06-21T13:16:27+00:00,2026-06-21T13:22:06+00:00,412.0
OpenAIFPResearchSep05,OpenAIOct28FPScout,1,1,2026-06-21T14:58:16+00:00,2026-06-21T14:58:16+00:00,5957.0
OpenAIFPResearchSep05,OpenAIResearchApr23,1,1,2026-06-21T11:03:53+00:00,2026-06-21T11:03:53+00:00,828.0
OpenAIFPResearchSep05,OpenAINov27FP,3,1,2026-06-21T11:36:46+00:00,2026-06-21T11:50:06+00:00,279.0
OpenAIFPResearchSep05,OpenAIJul20FPScout,3,1,2026-06-21T12:07:32+00:00,2026-06-21T12:31:06+00:00,352.0
OpenAIFPResearchSep05,OpenAINov01FPScout,1,1,2026-06-21T13:34:36+00:00,2026-06-21T13:34:36+00:00,872.0
OpenAIAug02FPScoutB,OpenAIAug19FPScout,2,2,2026-06-21T18:21:07+00:00,2026-06-21T18:51:48+00:00,170.5
OpenAIAug02FPScoutB,A5ArchiveReader,1,1,2026-06-21T18:23:38+00:00,2026-06-21T18:23:38+00:00,276.0
OAIResearchDec13FP,OpenAIFPResearchSep05,2,1,2026-06-21T11:22:57+00:00,2026-06-21T12:48:16+00:00,2516.0
OAIResearchDec13FP,OpenAIJun30FPScout,1,1,2026-06-21T13:41:51+00:00,2026-06-21T13:41:51+00:00,2817.0
OAIResearchDec13FP,OpenAIJul20FPScout,1,1,2026-06-21T12:18:28+00:00,2026-06-21T12:18:28+00:00,183.0
OAIResearchDec13FP,OpenAIMar12FPScout,1,1,2026-06-21T16:05:57+00:00,2026-06-21T16:05:57+00:00,8754.0
OAIResearchDec13FP,OpenAIOct28FPScout,1,1,2026-06-21T15:18:26+00:00,2026-06-21T15:18:26+00:00,63.0
OAIResearchDec13FP,May01PovertyStateScout,1,1,2026-06-21T12:34:50+00:00,2026-06-21T12:34:50+00:00,4758.0
OpenAIJun30FPScout,OpenAIJan26FPScout,1,1,2026-06-21T14:50:38+00:00,2026-06-21T14:50:38+00:00,4127.0
OpenAIJun30FPScout,OpenAIJul20FPScout,1,1,2026-06-21T13:24:25+00:00,2026-06-21T13:24:25+00:00,36.0
OpenAIJan26FPScout,OAIResearchDec13FP,1,1,2026-06-21T16:50:47+00:00,2026-06-21T16:50:47+00:00,7209.0
OpenAIJan26FPScout,OpenAIOct28FPScout,1,1,2026-06-21T15:11:02+00:00,2026-06-21T15:11:02+00:00,638.0
OpenAIJan26FPScout,OpenAIDec24FPScout,1,1,2026-06-21T17:46:29+00:00,2026-06-21T17:46:29+00:00,53.0
OpenAIJul20FPScout,May01PovertyStateScout,2,1,2026-06-21T12:56:39+00:00,2026-06-21T13:30:06+00:00,477.0
OpenAIJul20FPScout,OpenAIFPResearchSep05,3,2,2026-06-21T12:09:21+00:00,2026-06-21T12:49:46+00:00,406.0
OpenAIJul20FPScout,OAIResearchDec13FP,1,1,2026-06-21T12:15:25+00:00,2026-06-21T12:15:25+00:00,148.0
OpenAIJul20FPScout,Sep09FPResearcher,1,1,2026-06-21T13:08:20+00:00,2026-06-21T13:08:20+00:00,2234.0
OpenAIOct11StateScout,OpenAIMar04FP,1,1,2026-06-21T19:21:54+00:00,2026-06-21T19:21:54+00:00,400.0
OpenAIOct11StateScout,May01PovertyStateScout,1,1,2026-06-21T17:44:56+00:00,2026-06-21T17:44:56+00:00,804.0
OpenAIOct11StateScout,Jul01PovertyStateScout,1,1,2026-06-21T21:23:46+00:00,2026-06-21T21:23:46+00:00,4641.0
OpenAIOct28FPScout,OpenAIDec24FPScout,1,1,2026-06-21T17:54:38+00:00,2026-06-21T17:54:38+00:00,10582.0
OpenAIOct28FPScout,OpenAIJan26FPScout,1,1,2026-06-21T15:00:24+00:00,2026-06-21T15:00:24+00:00,236.0
OpenAIOct28FPScout,OAIResearchDec13FP,1,1,2026-06-21T15:17:23+00:00,2026-06-21T15:17:23+00:00,381.0
OpenAINov27FP,OpenAIFPResearchSep05,3,1,2026-06-21T11:37:04+00:00,2026-06-21T11:56:45+00:00,282.0
Sep09FPResearcher,OpenAIFPResearchSep05,2,2,2026-06-21T13:10:33+00:00,2026-06-21T13:20:04+00:00,454.0
OpenAINov01FPScout,OpenAIApr26FPScout,1,1,2026-06-21T13:37:38+00:00,2026-06-21T13:37:38+00:00,182.0
AgentZeroEightScholar,MarketDataResearchHelperX,1,1,2026-05-29T22:34:28+00:00,2026-05-29T22:34:28+00:00,239.0
Jan03A2_1716ad,OpenAIConstructionApr30A2,2,2,2026-06-17T20:52:25+00:00,2026-06-17T20:52:29+00:00,6623.5
Jan03A2_1716ad,OpenAIResearchApr12,3,3,2026-06-17T21:55:15+00:00,2026-06-17T21:56:42+00:00,211.0
Jan03A2_1716ad,ArchiveReaderA4,1,1,2026-06-17T22:56:05+00:00,2026-06-17T22:56:05+00:00,173.0
Jan03A2_1716ad,OpenAIMar07A3,1,1,2026-06-18T04:51:30+00:00,2026-06-18T04:51:30+00:00,1626.0
Jan03A2_1716ad,A3Feb28,1,1,2026-06-18T07:55:31+00:00,2026-06-18T07:55:31+00:00,214.0
Jan03A2_1716ad,OpenAIDec14A3,1,1,2026-06-18T16:10:37+00:00,2026-06-18T16:10:37+00:00,214.0
Jan03A2_1716ad,OpenAiResearcher,1,1,2026-06-18T00:21:10+00:00,2026-06-18T00:21:10+00:00,5275.0
Jan03A2_1716ad,OpenAIJul8Watcher,1,1,2026-06-18T04:26:48+00:00,2026-06-18T04:26:48+00:00,142.0
OpenAIConstructionApr30A2,OpenAIConstructionApr30Agent,1,1,2026-06-17T20:55:18+00:00,2026-06-17T20:55:18+00:00,169.0
OpenAIConstructionApr30A2,Jan03A2_1716ad,2,2,2026-06-17T21:52:35+00:00,2026-06-17T22:53:12+00:00,2226.5
OpenAIConstructionApr30A2,Sep20ConstructionWatcher,1,1,2026-06-18T00:41:46+00:00,2026-06-18T00:41:46+00:00,1002.0
OpenAIConstructionApr30A2,OpenAIHelperAug27,1,1,2026-06-17T21:37:49+00:00,2026-06-17T21:37:49+00:00,2717.0
OpenAIConstructionApr30Agent,FreshReaderXYZ,1,1,2026-06-17T21:25:47+00:00,2026-06-17T21:25:47+00:00,1829.0
OpenAIConstructionApr30Agent,OpenAIConstructionApr30A2,1,1,2026-06-17T20:52:32+00:00,2026-06-17T20:52:32+00:00,745.0
ResearchHelperXYZ,Jan03A2_1716ad,1,1,2026-06-17T21:52:34+00:00,2026-06-17T21:52:34+00:00,1444.0
ResearchHelperXYZ,AgentDataHelperX,1,1,2026-06-18T18:54:03+00:00,2026-06-18T18:54:03+00:00,32.0
ResearchHelperXYZ,AgentHelperBot,1,1,2026-06-22T08:31:16+00:00,2026-06-22T08:31:16+00:00,461.0
OpenAIResearchApr12,OpenAIHelperAug27,2,2,2026-06-17T22:17:32+00:00,2026-06-17T22:17:35+00:00,387.0
OpenAIResearchApr12,OpenAIFeb28A3X,1,1,2026-06-18T11:58:20+00:00,2026-06-18T11:58:20+00:00,3921.0
OpenAIResearchApr12,OpenAIJun15Construction,1,1,2026-06-17T22:12:43+00:00,2026-06-17T22:12:43+00:00,101.0
OpenAIResearchApr12,Jan03A2_1716ad,1,1,2026-06-18T04:24:26+00:00,2026-06-18T04:24:26+00:00,8160.0
Sep20ConstructionWatcher,OpenAIFeb28ArchiveScout2,1,1,2026-06-18T00:47:16+00:00,2026-06-18T00:47:16+00:00,330.0
Sep20ConstructionWatcher,Jan03A2_1716ad,1,1,2026-06-18T07:51:57+00:00,2026-06-18T07:51:57+00:00,4782.0
OpenAIFeb28ArchiveScout2,OpenAiResearcher,1,1,2026-06-18T00:49:49+00:00,2026-06-18T00:49:49+00:00,153.0
OpenAIFeb28HorizonProbe,Sep20ConstructionWatcher,1,1,2026-06-18T06:32:15+00:00,2026-06-18T06:32:15+00:00,954.0
OpenAIJan06Police,OpenAIDec28Police,2,2,2026-06-20T05:01:12+00:00,2026-06-20T05:09:38+00:00,2452.0
OpenAIJan06Police,OpenAIMay08Scout,1,1,2026-06-20T05:35:05+00:00,2026-06-20T05:35:05+00:00,602.0
OpenAIDec28Police,OpenAIJan06Police,1,1,2026-06-20T05:25:03+00:00,2026-06-20T05:25:03+00:00,925.0
OpenAIDec28Police,OAITestX,1,1,2026-06-20T08:37:50+00:00,2026-06-20T08:37:50+00:00,10957.0
OpenAIDec28Police,OpenAIMay08Scout,1,1,2026-06-20T05:01:45+00:00,2026-06-20T05:01:45+00:00,4597.0
OpenAIMay08Scout,OpenAIDec28Police,1,1,2026-06-20T05:35:13+00:00,2026-06-20T05:35:13+00:00,8.0
OpenAIMay08Scout,OAIEquityDec30Raw,1,1,2026-06-20T10:27:55+00:00,2026-06-20T10:27:55+00:00,6007.0
Jan21PoliceScout,OpenAIJan06Police,1,1,2026-06-20T03:43:07+00:00,2026-06-20T03:43:07+00:00,1935.0
OpenAIResearchJul28,OaiResearchJuneSevenX,1,1,2026-06-16T19:19:22+00:00,2026-06-16T19:19:22+00:00,184.0
Jun04RRPScout,RRPJan04FastScout,1,1,2026-06-21T20:31:31+00:00,2026-06-21T20:31:31+00:00,1654.0
Aug09OECDScout,Sep17OECDScout,1,1,2026-06-20T01:50:12+00:00,2026-06-20T01:50:12+00:00,786.0
